Index,Movie,Reco
1454,"Blood In, Blood Out","['Das Boot', 'Gettysburg', 'The Legend of Suriyothai', 'Gods and Generals', 'Arn: The Knight Templar', 'Gandhi']"
1455,Smilla's Sense of Snow,"['Little Voice', 'The Crying Game', ""Perrier's Bounty"", 'Around the World in 80 Days', 'Around the World in 80 Days', 'Arthur Christmas']"
1456,Femme Fatale,"['How to Lose Friends & Alienate People', 'A Lot Like Love', 'Bulworth', 'New Nightmare', 'Red Dawn', 'Take the Lead']"
1457,Lion of the Desert,"['1776', 'The Wailing', 'Lage Raho Munna Bhai', 'Queen of the Mountains', 'A Passage to India', 'Tora! Tora! Tora!']"
1458,The Horseman on the Roof,"['Silmido', 'Waterloo', 'Pocketful of Miracles', 'Bodyguards and Assassins', 'Gandhi, My Father', 'The Rocket: The Legend of Rocket Richard']"
1459,Ride with the Devil,"['The House of Mirth', 'Major Dundee', 'Little White Lies', 'Silverado', 'The Good, the Bad, the Weird', 'Race']"
1460,Biutiful,"['My Name Is Khan', 'Inherent Vice', 'Enter the Void', 'Incendies', 'The Secret in Their Eyes', 'Agora']"
1461,The Lovers,"['The Lovers', 'Born of War', ""Animal Kingdom: Let's go Ape"", 'Dwegons and Leprechauns', 'Code of Honor', 'Four Single Fathers']"
1462,Bandidas,"['Battle for the Planet of the Apes', ""Moms' Night Out"", 'Skin Trade', 'All About the Benjamins', 'Simply Irresistible', 'The Haunting in Connecticut 2: Ghosts of Georgia']"
1463,Black Water Transit,"['Karachi se Lahore', 'Vessel', 'Jesus People', ""Marilyn Hotchkiss' Ballroom Dancing and Charm School"", 'Alpha and Omega 4: The Legend of the Saw Toothed Cave', 'Destiny']"
1464,The Maze Runner,"[""We're the Millers"", 'Bridesmaids', 'The Descendants', 'Lone Survivor', 'Sucker Punch', 'Scott Pilgrim vs. the World']"
1465,Unfinished Business,"['Black Knight', 'The Ghost and the Darkness', 'The Full Monty', 'Oscar and Lucinda', 'The Debt', 'The Exorcism of Emily Rose']"
1466,The Age of Innocence,"['Kundun', 'Shine a Light', 'The Last Waltz', 'The Last Temptation of Christ', 'Hugo', 'Mean Streets']"
1467,The Fountain,"['Rise of the Guardians', 'Real Steel', 'Swordfish', 'Chappie', 'Pan', 'Pan']"
1468,Chill Factor,"['Maximum Risk', 'The Haunting in Connecticut 2: Ghosts of Georgia', ""Moms' Night Out"", 'Prophecy', 'The Informers', 'Our Family Wedding']"
1469,Stolen,"['Bangkok Dangerous', 'Kiss of Death', 'Astro Boy', 'Peggy Sue Got Married', 'Dying of the Light', 'The Frozen Ground']"
1470,Ponyo,"['Capitalism: A Love Story', 'This Is England', 'Secretary', 'Super Size Me', 'Far from Heaven', 'Y Tu Mamá También']"
1471,The Longest Ride,"['McFarland, USA', ""Brooklyn's Finest"", 'Million Dollar Arm', 'Control', 'Anonymous', 'A Most Violent Year']"
1472,The Astronaut's Wife,"[""The Astronaut's Wife"", 'Don Juan DeMarco', ""Freddy's Dead: The Final Nightmare"", 'Mortdecai', 'The Libertine', 'Tusk']"
1473,I Dreamed of Africa,"['I Come with the Rain', 'Flight of the Intruder', 'Sublime', 'Atlas Shrugged II: The Strike', 'Nomad: The Warrior', 'Circumstance']"
1474,Playing for Keeps,"[""Nim's Island"", 'Dracula 2000', 'Shattered', 'The Game of Their Lives', 'The Bounty Hunter', 'Gamer']"
1475,Mandela: Long Walk to Freedom,"['Mr. Turner', 'McFarland, USA', 'The Kite Runner', 'A Very Long Engagement', '2046', 'Control']"
1476,Reds,"['The Longest Day', 'Veer-Zaara', 'Judgment at Nuremberg', 'The Right Stuff', 'The Baader Meinhof Complex', 'Fiddler on the Roof']"
1477,A Few Good Men,"['Jerry Maguire', 'The Firm', 'Valkyrie', 'Mission: Impossible', 'Vanilla Sky', 'Knight and Day']"
1478,Exit Wounds,"['The Back-up Plan', 'Must Love Dogs', 'Cradle 2 the Grave', 'Made of Honor', 'Drillbit Taylor', 'Urban Legend']"
1479,Big Momma's House,"['The Nutty Professor', 'Hop', 'Daddy Day Care', 'The Santa Clause 2', 'George of the Jungle', 'Cats & Dogs']"
1480,The Darkest Hour,"['The Hills Have Eyes II', 'Black Christmas', 'Hot Pursuit', 'Darkness Falls', 'My Super Ex-Girlfriend', 'The Boy Next Door']"
1481,Step Up Revolution,"['Leap Year', 'Johnny English Reborn', 'Risen', 'This Is Where I Leave You', 'Quartet', 'How to Be Single']"
1482,Snakes on a Plane,"['Snakes on a Plane', 'Freddy vs. Jason', 'Lady in the Water', 'The Hills Have Eyes', 'The League of Extraordinary Gentlemen', 'Flightplan']"
1483,The Watcher,"[""Bill & Ted's Bogus Journey"", 'Chain Reaction', 'Hardball', 'The Last Time I Committed Suicide', ""Bill & Ted's Excellent Adventure"", ""River's Edge""]"
1484,The Punisher,"['Gosford Park', 'Event Horizon', 'Rent', 'Shooter', 'Across the Universe', 'Across the Universe']"
1485,Goal! The Dream Begins,"['Mystery, Alaska', 'Center Stage', 'The Warlords', 'Black or White', ""Felicia's Journey"", 'Flash of Genius']"
1486,Safe,"['The Mechanic', 'Homefront', 'Parker', 'Transporter 2', 'Death Race', 'The Transporter']"
1487,Pushing Tin,"['Beyond Borders', 'Original Sin', 'Life or Something Like It', 'Hackers', 'A Mighty Heart', 'Sky Captain and the World of Tomorrow']"
1488,Star Wars: Episode VI - Return of the Jedi,"['Star Wars: Episode V - The Empire Strikes Back', 'Star Wars: Episode IV - A New Hope', ""Ender's Game"", 'The Fugitive', 'Apocalypse Now', 'Air Force One']"
1489,Doomsday,"['Mirrors', 'The Box', 'Broken City', '3 Days to Kill', 'The Skeleton Key', 'Be Kind Rewind']"
1490,The Reader,"['The Holiday', 'Steve Jobs', 'Little Children', 'Insurgent', 'Carnage', 'Quills']"
1491,Wanderlust,"['Good Luck Chuck', '40 Days and 40 Nights', 'The Texas Chainsaw Massacre 2', 'Jason Lives: Friday the 13th Part VI', 'The Wedding Date', 'Hatchet']"
1492,Elf,"['Austin Powers: The Spy Who Shagged Me', 'The Croods', 'Ice Age: Continental Drift', 'Mamma Mia!', 'Yes Man', '10 Things I Hate About You']"
1493,Phenomenon,"['A Civil Action', 'The 6th Day', 'We Own the Night', 'Open Range', 'Sling Blade', 'Network']"
1494,Snow Dogs,"['102 Dalmatians', 'Spawn', 'Under Siege 2: Dark Territory', 'Hotel for Dogs', ""Madea's Family Reunion"", 'Jingle All the Way']"
1495,Scrooged,"['Assassins', 'The Omen', 'The Omen', 'Timeline', 'Radio Flyer', 'Ladyhawke']"
1496,Nacho Libre,"['The Pink Panther', 'Saw IV', 'Freaky Friday', 'Saw V', 'Ghost Ship', 'Cheaper by the Dozen']"
1497,Bridesmaids,"[""We're the Millers"", 'The Bourne Legacy', 'The Maze Runner', 'John Carter', 'The Pursuit of Happyness', 'The Incredible Hulk']"
1498,This Is the End,"['21 Jump Street', 'Jupiter Ascending', '22 Jump Street', 'G.I. Joe: Retaliation', 'White House Down', 'The Vow']"
1499,Stigmata,"['Jersey Girl', 'Sky High', 'Cellular', 'Mad Max Beyond Thunderdome', 'The Purge: Election Year', 'No Reservations']"
1500,Men of Honor,"['Cop Land', 'The Score', 'Midnight Run', '15 Minutes', 'Ronin', 'Red Lights']"
1501,Takers,"['Beerfest', 'Into the Blue', 'The DUFF', 'Murder by Numbers', 'Murder by Numbers', 'Joy Ride']"
1502,The Big Wedding,"['License to Wed', 'Happy Feet 2', 'Old Dogs', 'The Night Listener', 'Flubber', 'Death to Smoochy']"
1503,"Big Mommas: Like Father, Like Son","['The Phantom', 'Agent Cody Banks', 'On Deadly Ground', 'Did You Hear About the Morgans?', 'Lost Souls', 'A Sound of Thunder']"
1504,Source Code,"['Nightcrawler', 'The Fault in Our Stars', 'Insidious', 'Zombieland', 'The Theory of Everything', 'The Cabin in the Woods']"
1505,Alive,"['Love & Basketball', 'Fireproof', 'Pollock', 'Bully', 'Tea with Mussolini', 'The Hudsucker Proxy']"
1506,The Number 23,"['The Lost Boys', 'Phone Booth', 'Batman Forever', 'The Client', 'Batman & Robin', 'Veronica Guerin']"
1507,The Young and Prodigious T.S. Spivet,"['Ip Man 3', 'Me and Orson Welles', 'Adam', 'The Wackness', 'Resurrecting the Champ', 'Welcome to the Sticks']"
1508,1941,"['The Color Purple', 'The BFG', 'Close Encounters of the Third Kind', 'Munich', 'The Lost World: Jurassic Park', 'War Horse']"
1509,Dreamer: Inspired by a True Story,"['Ramona and Beezus', 'Confidence', 'Brokedown Palace', 'Buffalo Soldiers', 'The Hunting Party', 'Big Miracle']"
1510,A History of Violence,"['Halloween', 'Halloween', 'Little Miss Sunshine', 'Dawn of the Dead', 'Dawn of the Dead', 'The Others']"
1511,Transporter 2,"['Safe', 'The Transporter', 'Crank: High Voltage', 'Death Race', 'The Mechanic', 'Homefront']"
1512,The Quick and the Dead,"['A Simple Plan', 'Army of Darkness', 'The Evil Dead', 'Drag Me to Hell', 'Evil Dead II', 'Oz the Great and Powerful']"
1513,Laws of Attraction,"['A Thousand Words', 'And So It Goes', 'Friends with Money', 'Blood and Chocolate', 'Win a Date with Tad Hamilton!', ""April Fool's Day""]"
1514,Bringing Out the Dead,"['The Age of Innocence', 'Kundun', 'Shine a Light', 'The Last Temptation of Christ', 'The Last Waltz', 'Hugo']"
1515,Repo Men,"['3 Days to Kill', 'The Second Best Exotic Marigold Hotel', 'Whip It', 'Mirrors', 'Colombiana', 'The Grandmaster']"
1516,Dragon Wars: D-War,"['Street Fighter', 'Wing Commander', 'A Sound of Thunder', 'xXx: State of the Union', 'Urban Legends: Final Cut', 'Feardotcom']"
1517,Bogus,"['Viy', 'Dysfunctional Friends', 'Addicted', 'The Loss of Sexual Innocence', 'Bright Lights, Big City', 'Mercy Streets']"
1518,The Incredible Burt Wonderstone,"['Monster House', 'Hotel Transylvania 2', 'Grown Ups 2', 'Mr. Deeds', ""Charlotte's Web"", 'Youth in Revolt']"
1519,Cats Don't Dance,"['A Farewell to Arms', 'Funny Ha Ha', 'The Beast from 20,000 Fathoms', 'The Blue Bird', 'The Blood of Heroes', 'The Blue Room']"
1520,Cradle Will Rock,"['Kingpin', 'Wild Things', 'Get Low', 'Little Shop of Horrors', 'Stripes', 'Caddyshack']"
1521,The Good German,"['The Limey', 'Sex, Lies, and Videotape', 'Out of Sight', ""Ocean's Thirteen"", 'Traffic', 'The Informant!']"
1522,George and the Dragon,"['Creative Control', ""It's a Wonderful Afterlife"", 'The Clan of the Cave Bear', 'Listening', 'The Adventurer: The Curse of the Midas Box', 'A True Story']"
1523,Apocalypse Now,"['Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode V - The Empire Strikes Back', 'The Fugitive', 'Anchorman 2: The Legend Continues', '42', ""Ender's Game""]"
1524,Going the Distance,"['Top Five', 'Inkheart', 'Delivery Man', 'Punisher: War Zone', 'The November Man', 'The Switch']"
1525,Mr. Holland's Opus,"['Anna and the King', 'Primary Colors', 'The Last Castle', 'Miracle', 'The Majestic', 'Silverado']"
1526,Criminal,"['The Scarlet Letter', 'Basquiat', 'Romeo Is Bleeding', 'Lost in Space', 'The Magic Sword: Quest for Camelot', 'The Unborn']"
1527,Out of Africa,"['The Hours', 'One True Thing', ""It's Complicated"", 'A Prairie Home Companion', 'Julie & Julia', 'Julia']"
1528,Flight,"['The Walk', 'Beowulf', 'Back to the Future', 'Back to the Future Part II', 'A Christmas Carol', 'Back to the Future Part III']"
1529,Moonraker,"['A View to a Kill', 'Last Action Hero', 'Octopussy', 'The Legend of Zorro', 'Star Trek: Generations', 'Diamonds Are Forever']"
1530,The Grand Budapest Hotel,"['Groundhog Day', 'The Monuments Men', 'Dumb and Dumber To', 'The Royal Tenenbaums', 'Fantastic Mr. Fox', 'St. Vincent']"
1531,Hearts in Atlantis,"['The Edge', 'Bobby', 'Instinct', 'Shadowlands', ""The World's Fastest Indian"", 'Howards End']"
1532,Arachnophobia,"['Barbershop', 'Step Up 2: The Streets', ""Can't Hardly Wait"", 'Footloose', 'The Net', 'Hope Floats']"
1533,Frequency,"['Man on the Moon', 'Conan the Barbarian', 'Conan the Barbarian', 'Star Trek: First Contact', 'The Last of the Mohicans', 'The X Files']"
1534,Ghostbusters,"['Ghostbusters', 'Teenage Mutant Ninja Turtles', 'Teenage Mutant Ninja Turtles', '300: Rise of an Empire', 'Brave', 'Men in Black 3']"
1535,Vacation,"['Magic Mike XXL', 'Your Highness', 'This Means War', 'R.I.P.D.', 'Date Night', 'The Three Musketeers']"
1536,Get Shorty,"['Pet Sematary', 'Time Bandits', 'Under the Tuscan Sun', 'Clueless', 'Radio', ""National Lampoon's Vacation""]"
1537,Chicago,"['Ice Age', ""There's Something About Mary"", 'Fahrenheit 9/11', 'Knocked Up', 'Scream', 'I, Robot']"
1538,Big Daddy,"['Hotel Transylvania 2', 'Mr. Deeds', 'Grown Ups', 'Grown Ups 2', 'Final Fantasy: The Spirits Within', 'Monster House']"
1539,American Pie 2,"['Beverly Hills Cop', 'Ice Age: Dawn of the Dinosaurs', 'Mean Girls', 'Dodgeball: A True Underdog Story', 'Dodgeball: A True Underdog Story', 'Ice Age: The Meltdown']"
1540,Toy Story,"['Toy Story 2', 'Road to Perdition', 'Saving Mr. Banks', ""You've Got Mail"", 'Extremely Loud & Incredibly Close', 'Big']"
1541,Speed,"[""Something's Gotta Give"", 'The Lake House', ""The Devil's Advocate"", 'The Day the Earth Stood Still', 'The Day the Earth Stood Still', '47 Ronin']"
1542,The Vow,"['White House Down', 'Dear John', 'G.I. Joe: Retaliation', 'The Book of Life', '22 Jump Street', 'Step Up']"
1543,Extraordinary Measures,"[""The Devil's Own"", 'Random Hearts', 'Force 10 from Navarone', 'Hollywood Homicide', 'Six Days Seven Nights', 'Witness']"
1544,Remember the Titans,"['RocknRolla', 'Robin Hood: Prince of Thieves', 'Yes Man', '10 Things I Hate About You', 'Galaxy Quest', ""Valentine's Day""]"
1545,The Hunt for Red October,"['GoldenEye', 'Gosford Park', 'Tombstone', 'Enemy of the State', 'Rent', 'Shooter']"
1546,Lee Daniels' The Butler,"['Southpaw', 'The Man from U.N.C.L.E.', '10 Cloverfield Lane', 'The Road', 'End of Watch', 'Seven Pounds']"
1547,Dodgeball: A True Underdog Story,"['Dodgeball: A True Underdog Story', 'Flightplan', 'Legally Blonde', 'Cloudy with a Chance of Meatballs', 'Vantage Point', 'Underworld: Evolution']"
1548,The Addams Family,"[""Wayne's World"", 'The Hunchback of Notre Dame', 'Road Trip', 'Jackass 3D', 'Clueless', 'Just Like Heaven']"
1549,Ace Ventura: When Nature Calls,"['Crocodile Dundee', 'Beverly Hills Cop II', 'The Cable Guy', 'Ride Along', 'Two Weeks Notice', 'What Happens in Vegas']"
1550,The Princess Diaries,"['The Princess Diaries 2: Royal Engagement', 'Rachel Getting Married', 'Hoodwinked!', 'Ella Enchanted', 'Bride Wars', 'Becoming Jane']"
1551,The First Wives Club,"['Twins', 'Casper', 'Barbershop', 'Guess Who', 'Kindergarten Cop', 'Mortal Kombat']"
1552,Se7en,"['Oblivion', 'Now You See Me', 'The Lego Movie', 'Bruce Almighty', 'The Bucket List', 'The Sum of All Fears']"
1553,District 9,"['Slumdog Millionaire', 'No Country for Old Men', 'Requiem for a Dream', 'American History X', 'Amélie', 'The Hangover']"
1554,The SpongeBob SquarePants Movie,"['In Good Company', 'Girl with a Pearl Earring', 'Eight Legged Freaks', 'Ghost World', 'The Spirit', 'The Black Dahlia']"
1555,Mystic River,"['Unforgiven', 'Million Dollar Baby', 'Letters from Iwo Jima', 'Gran Torino', 'Flags of Our Fathers', 'Jersey Boys']"
1556,Million Dollar Baby,"['Gran Torino', 'Mystic River', 'Unforgiven', 'Flags of Our Fathers', 'Letters from Iwo Jima', 'Jersey Boys']"
1557,Analyze This,"['Hide and Seek', ""New Year's Eve"", 'The Score', 'Little Fockers', 'Grudge Match', 'Cop Land']"
1558,The Notebook,"['Love Actually', 'Reservoir Dogs', 'Die Hard', 'Warrior', 'Children of Men', 'The Town']"
1559,27 Dresses,"['Three Kings', 'American Dreamz', 'Jeff, Who Lives at Home', 'Love Happens', 'What Women Want', 'What Planet Are You From?']"
1560,Hannah Montana: The Movie,"['Scooby-Doo 2: Monsters Unleashed', 'Are We There Yet?', 'Littleman', 'Paul Blart: Mall Cop 2', 'Herbie Fully Loaded', 'Inspector Gadget']"
1561,Rugrats in Paris: The Movie,"['Big Fat Liar', 'The Rugrats Movie', 'Down to Earth', 'Undercover Brother', 'The Tigger Movie', 'Jimmy Neutron: Boy Genius']"
1562,The Prince of Tides,"['Riding in Cars with Boys', 'First Knight', 'Alive', 'Wolf', 'Fireproof', 'Sex Drive']"
1563,Legends of the Fall,"['The Elephant Man', 'The Mask of Zorro', ""The World's Fastest Indian"", 'Bobby', 'The Remains of the Day', 'The Edge']"
1564,Up in the Air,"['Burn After Reading', 'Juno', 'Juno', 'Megamind', 'Kung Fu Panda 3', 'Thank You for Smoking']"
1565,About Schmidt,"['The Constant Gardener', 'Chocolat', 'Shooter', 'High Fidelity', 'Blade', 'Butch Cassidy and the Sundance Kid']"
1566,Warm Bodies,"['Evil Dead', 'Insidious', 'Abraham Lincoln: Vampire Hunter', '300: Rise of an Empire', 'The Secret Life of Walter Mitty', 'Sinister']"
1567,Looper,"['The Cabin in the Woods', 'The Social Network', 'Drive', 'Pacific Rim', ""The King's Speech"", 'X-Men: First Class']"
1568,Down to Earth,"['Big Fat Liar', 'Under Siege 2: Dark Territory', 'A Nightmare on Elm Street 5: The Dream Child', 'Honey', 'A Haunted House', 'The Rugrats Movie']"
1569,Babe,"['Jackass Number Two', 'Jackass: The Movie', 'Just Like Heaven', 'A Nightmare on Elm Street 3: Dream Warriors', 'Clueless', ""Mr. Bean's Holiday""]"
1570,Hope Springs,"['Lions for Lambs', 'A Prairie Home Companion', ""It's Complicated"", 'The Iron Lady', 'The River Wild', 'Julie & Julia']"
1571,Forgetting Sarah Marshall,"['Blade II', 'Pitch Black', 'Insomnia', '28 Weeks Later', 'School of Rock', 'Eastern Promises']"
1572,Four Brothers,"['The Thomas Crown Affair', 'Superman II', 'Rat Race', 'Shanghai Noon', 'About a Boy', 'Paycheck']"
1573,Baby Mama,"['Parental Guidance', 'Good Luck Chuck', '40 Days and 40 Nights', 'The Hunted', 'Guess Who', 'Saw VI']"
1574,Hope Floats,"['The Net', 'Diary of a Mad Black Woman', 'Raising Helen', 'Arachnophobia', 'The Prince and Me', 'Private Benjamin']"
1575,Bride Wars,"['Hoodwinked!', 'Ella Enchanted', 'The Princess Diaries 2: Royal Engagement', 'The Princess Diaries', 'Rachel Getting Married', 'The Other Side of Heaven']"
1576,Without a Paddle,"['The Guilt Trip', 'Must Love Dogs', 'Darkness', 'Timecop', 'Drillbit Taylor', 'Cradle 2 the Grave']"
1577,13 Going on 30,"['Road Trip', 'Two Weeks Notice', 'Saw IV', 'Music and Lyrics', 'Saw V', 'Freaky Friday']"
1578,Midnight in Paris,"['Blue Jasmine', 'Annie Hall', 'To Rome with Love', 'Whatever Works', 'Small Time Crooks', 'Deconstructing Harry']"
1579,The Nut Job,"['Chloe', 'Gun Shy', 'After.Life', 'Krull', 'Kinsey', 'The Haunting']"
1580,Blow,"['Fear and Loathing in Las Vegas', 'The Ninth Gate', 'From Hell', 'Finding Neverland', 'A Nightmare on Elm Street', 'A Nightmare on Elm Street']"
1581,Message in a Bottle,"['3000 Miles to Graceland', 'The Boondock Saints II: All Saints Day', 'Copycat', 'Romeo Must Die', 'Think Like a Man', 'The Sisterhood of the Traveling Pants']"
1582,Star Trek V: The Final Frontier,"['Babylon A.D.', 'The House Bunny', 'The Tale of Despereaux', 'Exit Wounds', 'Ride Along 2', 'What a Girl Wants']"
1583,Like Mike,"['Ri¢hie Ri¢h', 'Head of State', 'Clockstoppers', 'See Spot Run', ""What's the Worst That Could Happen?"", 'Teenage Mutant Ninja Turtles III']"
1584,Naked Gun 33 1/3: The Final Insult,"['Joe Dirt', 'Teenage Mutant Ninja Turtles II: The Secret of the Ooze', 'The Wedding Date', 'The Big Hit', 'Undercover Brother', 'Earth to Echo']"
1585,A View to a Kill,"['Last Action Hero', 'Octopussy', 'Moonraker', 'The Living Daylights', 'Proof of Life', 'Licence to Kill']"
1586,The Curse of the Were-Rabbit,"['Spaceballs', 'Zack and Miri Make a Porno', 'Role Models', 'When Harry Met Sally...', 'Harold & Kumar Go to White Castle', 'Clerks II']"
1587,P.S. I Love You,"['Law Abiding Citizen', 'Machine Gun Preacher', 'The Ugly Truth', 'Gods of Egypt', 'Chasing Mavericks', 'Coriolanus']"
1588,Racing Stripes,"['Josie and the Pussycats', 'Loser', 'The Spy Next Door', ""What's the Worst That Could Happen?"", ""Madea's Family Reunion"", 'I Love You, Beth Cooper']"
1589,Atonement,"['Seven Pounds', 'Stardust', 'The Illusionist', 'The Princess Bride', 'Sunshine', 'Predator']"
1590,Letters to Juliet,"['Mirrors', 'Be Kind Rewind', 'This Is Where I Leave You', 'Ninja Assassin', 'Broken City', 'The Forbidden Kingdom']"
